universe_index,family,taxon
340,BORAGINACEAE,Borago officinalis subsp. officinalis
341,BORAGINACEAE,Borago officinalis var. alba
342,BORAGINACEAE,Borago officinalis var. officinalis
343,BRASSICACEAE,Brassica barrelieri
344,BRASSICACEAE,Brassica barrelieri subsp. barrelieri
345,BRASSICACEAE,Brassica fruticulosa
346,BRASSICACEAE,Brassica fruticulosa subsp. fruticulosa
347,BRASSICACEAE,Brassica fruticulosa subsp. mauritanica
348,BRASSICACEAE,Brassica napus
349,BRASSICACEAE,Brassica nigra
350,BRASSICACEAE,Brassica oleracea
351,BRASSICACEAE,Brassica rapa
352,BRASSICACEAE,Brassica tournefortii
353,OROBANCHACEAE,Bouardia latisquama
354,BRASSICACEAE,Brassica barrelieri subsp. oxyrrhina
355,BRASSICACEAE,Brassica oleracea var. acephala
356,BRASSICACEAE,Brassica rapa subsp. campestris
357,BRASSICACEAE,Brassica rapa subsp. rapa
358,BRASSICACEAE,Brassica tournefortii var. tournefortii
359,BRASSICACEAE,Brassica villosa
360,BRASSICACEAE,Brassica villosa subsp. villosa
361,BRASSICACEAE,Brassica villosa subsp. drepanensis
362,BRASSICACEAE,Brassica villosa subsp. tineoi
363,BRASSICACEAE,Brassica villosa subsp. trinacriae
364,BRASSICACEAE,Brassica villosa subsp. drepanensis
365,BRASSICACEAE,Brassica villosa subsp. tineoi
366,BRASSICACEAE,Brassica villosa subsp. trinacriae
367,BRASSICACEAE,Bunias erucago
368,BRASSICACEAE,Bunias orientalis
369,BRASSICACEAE,Bunias cakile
370,BRASSICACEAE,Bunias cochlearioides
371,BRASSICACEAE,Bunias erucago subsp. erucago
372,BRASSICACEAE,Bunias erucago subsp. tuberculata
373,BRASSICACEAE,Bunias orientalis subsp. orientalis
374,BRASSICACEAE,Bunias orientalis var. orientalis
375,CARYOPHYLLACEAE,Bufonia paniculata
376,CARYOPHYLLACEAE,Bufonia perennis
377,CARYOPHYLLACEAE,Bufonia tenuifolia
378,CARYOPHYLLACEAE,Bufonia tenuifolia subsp. tenuifolia
379,CARYOPHYLLACEAE,Bufonia willkommiana
380,CARYOPHYLLACEAE,Bufonia willkommiana subsp. willkommiana
381,CARYOPHYLLACEAE,Bufonia willkommiana subsp. duvaljouvei
382,CARYOPHYLLACEAE,Bufonia willkommiana var. willkommiana
383,CARYOPHYLLACEAE,Bufonia macropetala
384,CARYOPHYLLACEAE,Bufonia macropetala subsp. macropetala
385,CARYOPHYLLACEAE,Bufonia macropetala var. macropetala
386,CARYOPHYLLACEAE,Bufonia macropetala var. tenuifolia
387,CARYOPHYLLACEAE,Bufonia macropetala subsp. tenuifolia
388,CARYOPHYLLACEAE,Bufonia macropetala subsp. perennis
389,CARYOPHYLLACEAE,Bufonia macropetala subsp. paniculata
390,ASTERACEAE,Calendula arvensis
391,ASTERACEAE,Calendula officinalis
392,ASTERACEAE,Calendula suffruticosa
393,ASTERACEAE,Calendula suffruticosa subsp. boissieri
394,ASTERACEAE,Calendula suffruticosa subsp. fulgida
395,ASTERACEAE,Calendula suffruticosa subsp. maritima
396,ASTERACEAE,Calendula suffruticosa subsp. monardii
397,ASTERACEAE,Calendula suffruticosa subsp. tomentosa
398,ASTERACEAE,Calendula tripterocarpa
399,POACEAE,Calamagrostis arundinacea
400,POACEAE,Calamagrostis canescens
401,POACEAE,Calamagrostis epigeros
402,POACEAE,Calamagrostis pseudophragmites
403,POACEAE,Calamagrostis purpurea
404,POACEAE,Calamagrostis stricta
405,POACEAE,Calamagrostis varia
406,POACEAE,Calamagrostis villosa
407,POACEAE,Calamagrostis arundinacea subsp. arundinacea
408,POACEAE,Calamagrostis arundinacea subsp. brachytricha
409,POACEAE,Calamagrostis canescens subsp. canescens
410,POACEAE,Calamagrostis canescens var. canescens
411,POACEAE,Calamagrostis canescens var. brachytricha
412,POACEAE,Calamagrostis pseudophragmites subsp. pseudophragmites
413,POACEAE,Calamagrostis stricta subsp. stricta
414,POACEAE,Calamagrostis stricta subsp. neglecta
415,POACEAE,Calamagrostis varia subsp. varia
416,POACEAE,Calamagrostis villosa subsp. villosa
417,CAMPANULACEAE,Campanula alata
418,CAMPANULACEAE,Campanula alpestris
419,CAMPANULACEAE,Campanula arvatica
420,CAMPANULACEAE,Campanula barbata
421,CAMPANULACEAE,Campanula bononiensis
422,CAMPANULACEAE,Campanula cochleariifolia
423,CAMPANULACEAE,Campanula erinus
424,CAMPANULACEAE,Campanula fastigiata
425,CAMPANULACEAE,Campanula glomerata
426,CAMPANULACEAE,Campanula glomerata subsp. glomerata
427,CAMPANULACEAE,Campanula glomerata subsp. hispanica
428,CAMPANULACEAE,Campanula latifolia
429,CAMPANULACEAE,Campanula lusitanica
430,CAMPANULACEAE,Campanula lusitanica subsp. lusitanica
431,CAMPANULACEAE,Campanula lusitanica subsp. matritensis
432,CAMPANULACEAE,Campanula macrorhiza
433,CAMPANULACEAE,Campanula medium
434,CAMPANULACEAE,Campanula patula
435,CAMPANULACEAE,Campanula patula subsp. patula
436,CAMPANULACEAE,Campanula persicifolia
437,CAMPANULACEAE,Campanula rapunculoides
438,CAMPANULACEAE,Campanula rapunculus
439,CAMPANULACEAE,Campanula rotundifolia
440,CAMPANULACEAE,Campanula rotundifolia subsp. rotundifolia
441,CAMPANULACEAE,Campanula scheuchzeri
442,CAMPANULACEAE,Campanula scheuchzeri subsp. scheuchzeri
443,CAMPANULACEAE,Campanula speciosa
444,CAMPANULACEAE,Campanula trachelium
445,CAMPANULACEAE,Campanula trachelium subsp. trachelium
446,CAMPANULACEAE,Campanula trachelium subsp. athoa
447,CAMPANULACEAE,Campanula trachelium subsp. urticifolia
448,CAMPANULACEAE,Campanula trachelium var. trachelium
449,CAMPANULACEAE,Campanula trachelium var. urticifolia
450,CAMPANULACEAE,Campanula latifolia subsp. latifolia
451,CAMPANULACEAE,Campanula patula subsp. abietina
452,CAMPANULACEAE,Campanula persicifolia subsp. persicifolia
453,CAMPANULACEAE,Campanula rapunculus subsp. rapunculus
454,CAMPANULACEAE,Campanula rotundifolia subsp. arctica
455,CAMPANULACEAE,Campanula rotundifolia subsp. hispanica
456,CAMPANULACEAE,Campanula rotundifolia subsp. montana
457,CAMPANULACEAE,Campanula scheuchzeri subsp. lanceolata
458,CAMPANULACEAE,Campanula scheuchzeri var. lanceolata
459,CAMPANULACEAE,Campanula speciosa subsp. speciosa
460,CAMPANULACEAE,Campanula speciosa subsp. affinis
461,CAMPANULACEAE,Campanula speciosa subsp. glabrescens
462,CAMPANULACEAE,Campanula speciosa subsp. speciosa
463,CAMPANULACEAE,Campanula trachelium subsp. urticifolia
464,CAMPANULACEAE,Campanula trachelium var. urticifolia
465,CYPERACEAE,Carex acuta
466,CYPERACEAE,Carex alba
467,CYPERACEAE,Carex atrata
468,CYPERACEAE,Carex brizoides
469,CYPERACEAE,Carex digitata
470,CYPERACEAE,Carex hallerana
471,CYPERACEAE,Carex hostiana
472,CYPERACEAE,Carex humilis
473,CYPERACEAE,Carex laevigata
474,CYPERACEAE,Carex lepidocarpa
475,CYPERACEAE,Carex limosa
476,CYPERACEAE,Carex nigra
477,CYPERACEAE,Carex panicea
478,CYPERACEAE,Carex pendula
479,CYPERACEAE,Carex pseudocyperus
480,CYPERACEAE,Carex pulicaris
481,CYPERACEAE,Carex remota
482,CYPERACEAE,Carex riparia
483,CYPERACEAE,Carex rostrata
484,CYPERACEAE,Carex sylvatica
485,CYPERACEAE,Carex vesicaria
486,CYPERACEAE,Carex vulpina
487,CYPERACEAE,Carex acutiformis
488,CYPERACEAE,Carex arenaria
489,CYPERACEAE,Carex binervis
490,CYPERACEAE,Carex caryophyllea
491,CYPERACEAE,Carex cuprina
492,CYPERACEAE,Carex distans
493,CYPERACEAE,Carex divisa
494,CYPERACEAE,Carex echinata
495,CYPERACEAE,Carex elata
496,CYPERACEAE,Carex extensa
497,CYPERACEAE,Carex flacca
498,CYPERACEAE,Carex flava
499,CYPERACEAE,Carex hirta
500,CYPERACEAE,Carex leporina
...TRUNCATED...
