universe_index,family,taxon
214,ASTERACEAE,Centaurea pullata
215,ASTERACEAE,Centaurea scabiosa
216,ASTERACEAE,Centaurea solstitialis
217,ASTERACEAE,Centaurea stoebe
218,ASTERACEAE,Centaurea triumfettii
219,ASTERACEAE,Centaurea uniflora
220,CERATOPHYLLACEAE,Ceratophyllum demersum
222,CHENOPODIACEAE,Chenopodium album
223,CHENOPODIACEAE,Chenopodium ambrosioides
224,CHENOPODIACEAE,Chenopodium botrys
225,CHENOPODIACEAE,Chenopodium ficifolium
226,CHENOPODIACEAE,Chenopodium hybridum
227,CHENOPODIACEAE,Chenopodium murale
228,CHENOPODIACEAE,Chenopodium opulifolium
229,CHENOPODIACEAE,Chenopodium polyspermum
230,CHENOPODIACEAE,Chenopodium rubrum
231,CHENOPODIACEAE,Chenopodium urbicum
232,CHENOPODIACEAE,Chenopodium vulvaria
235,ASTERACEAE,Cichorium intybus
236,ASTERACEAE,Cirsium acaule
237,ASTERACEAE,Cirsium arvense
238,ASTERACEAE,Cirsium eriophorum
239,ASTERACEAE,Cirsium palustre
240,ASTERACEAE,Cirsium tuberosum
241,ASTERACEAE,Cirsium vulgare
242,CISTACEAE,Cistus albidus
243,CISTACEAE,Cistus clusii
244,CISTACEAE,Cistus crispus
245,CISTACEAE,Cistus ladanifer
246,CISTACEAE,Cistus laurifolius
247,CISTACEAE,Cistus monspeliensis
248,CISTACEAE,Cistus populifolius
249,CISTACEAE,Cistus salviifolius
251,CLEOMACEAE,Cleome violacea
253,ASTERACEAE,Conyza bonariensis
254,ASTERACEAE,Conyza canadensis
255,ASTERACEAE,Conyza sumatrensis
258,BRASSICACEAE,Coronopus didymus
259,BRASSICACEAE,Coronopus squamatus
260,ASTERACEAE,Cotula australis
261,CRASSULACEAE,Crassula tillaea
262,ASTERACEAE,Crepis albida
263,ASTERACEAE,Crepis capillaris
264,ASTERACEAE,Crepis foetida
265,ASTERACEAE,Crepis pulchra
266,ASTERACEAE,Crepis sancta
267,ASTERACEAE,Crepis setosa
268,ASTERACEAE,Crepis vesicaria
270,ASTERACEAE,Cynara cardunculus
271,POACEAE,Cynodon dactylon
272,ASTERACEAE,Cynoglossum cheirifolium
273,BORAGINACEAE,Cynoglossum creticum
274,BORAGINACEAE,Cynoglossum officinale
275,APIACEAE,Daucus carota
276,APIACEAE,Daucus durieua
277,ASTERACEAE,Dittrichia graveolens
278,ASTERACEAE,Dittrichia viscosa
279,CYPERACEAE,Eleocharis acicularis
280,CYPERACEAE,Eleocharis palustris
281,CYPERACEAE,Eleocharis quinqueflora
282,ASTERACEAE,Erigeron acer
283,ASTERACEAE,Erigeron annuus
284,ASTERACEAE,Erigeron karvinskianus
285,ASTERACEAE,Erigeron sumatrensis
286,BRASSICACEAE,Erucastrum nasturtiifolium
287,BRASSICACEAE,Erysimum cheiri
288,BRASSICACEAE,Erysimum incanum
289,BRASSICACEAE,Erysimum mediohispanicum
290,BRASSICACEAE,Erysimum nevadense
291,BRASSICACEAE,Erysimum repandum
292,BRASSICACEAE,Erysimum ruscinonense
294,EUPHORBIACEAE,Euphorbia amygdaloides
295,EUPHORBIACEAE,Euphorbia characias
296,EUPHORBIACEAE,Euphorbia exigua
297,EUPHORBIACEAE,Euphorbia falcata
298,EUPHORBIACEAE,Euphorbia helioscopia
299,EUPHORBIACEAE,Euphorbia hirsuta
300,EUPHORBIACEAE,Euphorbia hyberna
301,EUPHORBIACEAE,Euphorbia lathyris
302,EUPHORBIACEAE,Euphorbia maculata
303,EUPHORBIACEAE,Euphorbia nicaeensis
304,EUPHORBIACEAE,Euphorbia peplus
305,EUPHORBIACEAE,Euphorbia platyphyllos
306,EUPHORBIACEAE,Euphorbia prostrata
307,EUPHORBIACEAE,Euphorbia segetalis
308,EUPHORBIACEAE,Euphorbia serrata
309,EUPHORBIACEAE,Euphorbia sulcata
310,POACEAE,Festuca arundinacea
311,POACEAE,Festuca gautieri
312,POACEAE,Festuca heterophylla
313,POACEAE,Festuca indigesta
314,POACEAE,Festuca ovina
315,POACEAE,Festuca paniculata
316,POACEAE,Festuca pratensis
317,POACEAE,Festuca rubra
318,POACEAE,Festuca trichophylla
319,POACEAE,Festuca valesiaca
320,ASTERACEAE,Filago arvensis
321,ASTERACEAE,Filago germanica
322,ASTERACEAE,Filago lutescens
323,ASTERACEAE,Filago minima
324,ASTERACEAE,Filago pyramidata
325,GENTIANACEAE,Gentiana angustifolia
326,GENTIANACEAE,Gentiana campestris
327,GENTIANACEAE,Gentiana cruciata
328,GENTIANACEAE,Gentiana lutea
329,GENTIANACEAE,Gentiana pneumonanthe
331,GENTIANACEAE,Gentianella campestris
332,ASTERACEAE,Gnaphalium luteoalbum
333,ASTERACEAE,Gnaphalium uliginosum
334,ASTERACEAE,Helichrysum stoechas
335,ASTERACEAE,Hieracium amplexicaule
336,ASTERACEAE,Hieracium auricula
337,ASTERACEAE,Hieracium bifidum
338,ASTERACEAE,Hieracium murorum
339,ASTERACEAE,Hieracium pilosella
340,ASTERACEAE,Hieracium sabaudum
341,ASTERACEAE,Hieracium umbellatum
342,ASTERACEAE,Hieracium vulgatum
343,POACEAE,Holcus lanatus
344,POACEAE,Holcus mollis
345,ASTERACEAE,Inula conyza
346,ASTERACEAE,Inula helenium
347,ASTERACEAE,Inula montana
348,ASTERACEAE,Inula salicina
349,ASTERACEAE,Inula viscosa
350,ASTERACEAE,Jacobaea erucifolia
351,ASTERACEAE,Jacobaea vulgaris
352,ASTERACEAE,Leontodon autumnalis
353,ASTERACEAE,Leontodon crispus
354,ASTERACEAE,Leontodon hispidus
355,ASTERACEAE,Leontodon saxatilis
356,ASTERACEAE,Leontodon tuberosus
357,ASTERACEAE,Leucanthemum pallens
358,ASTERACEAE,Leucanthemum vulgare
359,ASTERACEAE,Logfia gallica
360,ASTERACEAE,Logfia minima
361,ASTERACEAE,Logfia neglecta
362,ASTERACEAE,Mantisalca salmantica
363,ASTERACEAE,Matricaria chamomilla
364,ASTERACEAE,Matricaria discoidea
365,ASTERACEAE,Micropus erectus
366,ASTERACEAE,Onopordum acanthium
367,ASTERACEAE,Onopordum corymbosum
368,ASTERACEAE,Onopordum illyricum
369,ASTERACEAE,Onopordum nervosum
370,ASTERACEAE,Onopordum tauricum
371,ASTERACEAE,Pallenis spinosa
372,ASTERACEAE,Phagnalon rupestre
373,ASTERACEAE,Phagnalon saxatile
374,ASTERACEAE,Picnomon acarna
375,ASTERACEAE,Pilosella officinarum
376,ASTERACEAE,Pilosella peleteriana
377,ASTERACEAE,Pilosella pseudopilosella
378,ASTERACEAE,Pilosella saussureoides
379,ASTERACEAE,Reichardia picroides
380,ASTERACEAE,Reichardia tingitana
381,ASTERACEAE,Rhaponticum coniferum
382,ASTERACEAE,Rhaponticum exaltatum
383,ASTERACEAE,Santolina chamaecyparissus
384,ASTERACEAE,Scolymus hispanicus
385,ASTERACEAE,Scolymus maculatus
386,ASTERACEAE,Scorzonera angustifolia
387,ASTERACEAE,Scorzonera hispanica
388,ASTERACEAE,Scorzonera laciniata
389,ASTERACEAE,Senecio adonidifolius
390,ASTERACEAE,Senecio aquaticus
391,ASTERACEAE,Senecio erucifolius
392,ASTERACEAE,Senecio gallicus
393,ASTERACEAE,Senecio jacobaea
394,ASTERACEAE,Senecio lividus
395,ASTERACEAE,Senecio sylvaticus
396,ASTERACEAE,Senecio vulgaris
397,ASTERACEAE,Serratula tinctoria
398,ASTERACEAE,Sonchus asper
399,ASTERACEAE,Sonchus oleraceus
400,ASTERACEAE,Sonchus tenerrimus
401,ASTERACEAE,Tanacetum balsamita
402,ASTERACEAE,Tanacetum corymbosum
403,ASTERACEAE,Tanacetum parthenium
404,ASTERACEAE,Tanacetum vulgare
405,ASTERACEAE,Taraxacum erythrospermum
406,ASTERACEAE,Taraxacum laevigatum
407,ASTERACEAE,Taraxacum officinale
408,ASTERACEAE,Taraxacum palustre
409,ASTERACEAE,Taraxacum sect. Erythrosperma
410,ASTERACEAE,Taraxacum sect. Ruderalia
411,ASTERACEAE,Tragopogon dubius
412,ASTERACEAE,Tragopogon porrifolius
413,ASTERACEAE,Tragopogon pratensis
414,ASTERACEAE,Tussilago farfara
415,ASTERACEAE,Xanthium orientale
416,ASTERACEAE,Xanthium spinosum
417,ASTERACEAE,Xanthium strumarium
418,BRASSICACEAE,Alliaria petiolata
419,BRASSICACEAE,Alyssum alyssoides
420,BRASSICACEAE,Alyssum granatense
421,BRASSICACEAE,Alyssum simplex
422,BRASSICACEAE,Arabis alpina
423,BRASSICACEAE,Arabis auriculata
424,BRASSICACEAE,Arabis collina
425,BRASSICACEAE,Arabis hirsuta
426,BRASSICACEAE,Arabis nova
427,BRASSICACEAE,Arabis sagittata
428,BRASSICACEAE,Arabis turrita
429,BRASSICACEAE,Barbarea intermedia
430,BRASSICACEAE,Barbarea verna
431,BRASSICACEAE,Barbarea vulgaris
432,BRASSICACEAE,Bunias erucago
433,BRASSICACEAE,Bunias orientalis
434,BRASSICACEAE,Camelina microcarpa
435,BRASSICACEAE,Camelina sativa
436,BRASSICACEAE,Cardamine flexuosa
437,BRASSICACEAE,Cardamine hirsuta
438,BRASSICACEAE,Cardamine impatiens
439,BRASSICACEAE,Cardamine pratensis
440,BRASSICACEAE,Cardaria draba
441,BRASSICACEAE,Clypeola jonthlaspi
442,BRASSICACEAE,Coincya cheiranthos
443,BRASSICACEAE,Coincya monensis
444,BRASSICACEAE,Conringia orientalis
445,BRASSICACEAE,Descurainia sophia
446,BRASSICACEAE,Diplotaxis erucoides
447,BRASSICACEAE,Diplotaxis muralis
448,BRASSICACEAE,Diplotaxis tenuifolia
449,BRASSICACEAE,Draba muralis
450,BRASSICACEAE,Draba verna
451,BRASSICACEAE,Hirschfeldia incana
452,BRASSICACEAE,Hornungia petraea
453,BRASSICACEAE,Iberis amara
454,BRASSICACEAE,Iberis ciliata
455,BRASSICACEAE,Iberis pinnata
456,BRASSICACEAE,Isatis tinctoria
457,BRASSICACEAE,Lepidium campestre
458,BRASSICACEAE,Lepidium heterophyllum
459,BRASSICACEAE,Lepidium latifolium
460,BRASSICACEAE,Lepidium perfoliatum
461,BRASSICACEAE,Lepidium ruderale
462,BRASSICACEAE,Lunaria annua
463,BRASSICACEAE,Lunaria rediviva
464,BRASSICACEAE,Nasturtium officinale
465,BRASSICACEAE,Neslia paniculata
466,BRASSICACEAE,Rapistrum rugosum
467,BRASSICACEAE,Rorippa amphibia
468,BRASSICACEAE,Rorippa palustris
469,BRASSICACEAE,Rorippa sylvestris
470,BRASSICACEAE,Sinapis alba
471,BRASSICACEAE,Sinapis arvensis
472,BRASSICACEAE,Sisymbrium altissimum
473,BRASSICACEAE,Sisymbrium austriacum
474,BRASSICACEAE,Sisymbrium irio
475,BRASSICACEAE,Sisymbrium officinale
476,BRASSICACEAE,Sisymbrium orientale
477,BRASSICACEAE,Thlaspi arvense
478,BRASSICACEAE,Turritis glabra
479,CARYOPHYLLACEAE,Agrostemma githago
480,CARYOPHYLLACEAE,Arenaria grandiflora
481,CARYOPHYLLACEAE,Arenaria montana
482,CARYOPHYLLACEAE,Arenaria serpyllifolia
483,CARYOPHYLLACEAE,Cerastium alpinum
484,CARYOPHYLLACEAE,Cerastium arvense subsp. arvense
485,CARYOPHYLLACEAE,Cerastium fontanum subsp. vulgare
486,CARYOPHYLLACEAE,Cerastium glomeratum
487,CARYOPHYLLACEAE,Dianthus armeria
488,CARYOPHYLLACEAE,Dianthus deltoides
489,CARYOPHYLLACEAE,Dianthus hyssopifolius
490,CARYOPHYLLACEAE,Dianthus laricifolius
491,CARYOPHYLLACEAE,Dianthus lusitanus
492,CARYOPHYLLACEAE,Dianthus pungens
493,CARYOPHYLLACEAE,Dianthus sylvestris
494,CARYOPHYLLACEAE,Dianthus turolensis
495,CARYOPHYLLACEAE,Herniaria cinerea
496,CARYOPHYLLACEAE,Herniaria glabra
497,CARYOPHYLLACEAE,Herniaria hirsuta
498,CARYOPHYLLACEAE,Herniaria latifolia
499,CARYOPHYLLACEAE,Herniaria lusitanica
500,CARYOPHYLLACEAE,Holosteum umbellatum
501,CARYOPHYLLACEAE,Minuartia hybrida
502,CARYOPHYLLACEAE,Minuartia mediterranea
503,CARYOPHYLLACEAE,Minuartia montana
504,CARYOPHYLLACEAE,Minuartia recurva
505,CARYOPHYLLACEAE,Moehringia trinervia
506,CARYOPHYLLACEAE,Moenchia erecta
507,CARYOPHYLLACEAE,Paronychia argentea
508,CARYOPHYLLACEAE,Paronychia capitata
509,CARYOPHYLLACEAE,Paronychia polygonifolia
510,CARYOPHYLLACEAE,Petrorhagia nanteuilii
511,CARYOPHYLLACEAE,Petrorhagia prolifera
512,CARYOPHYLLACEAE,Petrorhagia saxifraga
513,CARYOPHYLLACEAE,Polycarpon tetraphyllum
514,CARYOPHYLLACEAE,Sagina apetala
515,CARYOPHYLLACEAE,Sagina procumbens
516,CARYOPHYLLACEAE,Saponaria ocymoides
517,CARYOPHYLLACEAE,Saponaria officinalis
518,CARYOPHYLLACEAE,Silene alba
519,CARYOPHYLLACEAE,Silene colorata
520,CARYOPHYLLACEAE,Silene conica
521,CARYOPHYLLACEAE,Silene dioica
522,CARYOPHYLLACEAE,Silene gallica
523,CARYOPHYLLACEAE,Silene italica
524,CARYOPHYLLACEAE,Silene latifolia
525,CARYOPHYLLACEAE,Silene muscipula
526,CARYOPHYLLACEAE,Silene noctiflora
527,CARYOPHYLLACEAE,Silene nutans
528,CARYOPHYLLACEAE,Silene otites
529,CARYOPHYLLACEAE,Silene portensis
530,CARYOPHYLLACEAE,Silene saxifraga
531,CARYOPHYLLACEAE,Silene vulgaris
532,CARYOPHYLLACEAE,Spergula arvensis
533,CARYOPHYLLACEAE,Spergula morisonii
534,CARYOPHYLLACEAE,Spergularia rubra
535,CARYOPHYLLACEAE,Stellaria alsine
536,CARYOPHYLLACEAE,Stellaria graminea
537,CARYOPHYLLACEAE,Stellaria holostea
538,CARYOPHYLLACEAE,Stellaria media
539,CARYOPHYLLACEAE,Stellaria neglecta
540,CARYOPHYLLACEAE,Stellaria pallida
541,CARYOPHYLLACEAE,Vaccaria hispanica
542,CHENOPODIACEAE,Atriplex halimus
543,CHENOPODIACEAE,Atriplex hastata
544,CHENOPODIACEAE,Atriplex patula
545,CHENOPODIACEAE,Atriplex prostrata
546,CHENOPODIACEAE,Atriplex rosea
547,CHENOPODIACEAE,Bassia scoparia
548,CHENOPODIACEAE,Beta vulgaris
549,CHENOPODIACEAE,Chenopodiastrum hybridum
550,CHENOPODIACEAE,Chenopodium acuminatum
551,CHENOPODIACEAE,Chenopodium ficifolium
552,CHENOPODIACEAE,Chenopodium glaucum
553,CHENOPODIACEAE,Chenopodium polyspermum
554,CHENOPODIACEAE,Chenopodium suecicum
555,CHENOPODIACEAE,Dysphania ambrosioides
556,CHENOPODIACEAE,Dysphania botrys
557,CHENOPODIACEAE,Salsola kali
558,CHENOPODIACEAE,Salsola tragus
559,CHENOPODIACEAE,Suaeda vera
560,CISTACEAE,Helianthemum apenninum
561,CISTACEAE,Helianthemum canum
562,CISTACEAE,Helianthemum cinereum
563,CISTACEAE,Helianthemum hirtum
564,CISTACEAE,Helianthemum ledifolium
565,CISTACEAE,Helianthemum marifolium
566,CISTACEAE,Helianthemum nummularium
567,CISTACEAE,Helianthemum oelandicum
568,CISTACEAE,Helianthemum salicifolium
569,CISTACEAE,Helianthemum squamatum
570,CISTACEAE,Helianthemum syriacum
571,CISTACEAE,Tuberaria guttata
572,CISTACEAE,Tuberaria lignosa
573,CISTACEAE,Tuberaria macrosepala
574,CISTACEAE,Tuberaria plantaginea
575,CISTACEAE,Tuberaria praecox
576,CISTACEAE,Tuberaria vulgaris
577,CRASSULACEAE,Aeonium arboreum
578,CRASSULACEAE,Sedum acre
579,CRASSULACEAE,Sedum album
580,CRASSULACEAE,Sedum amplexicaule
581,CRASSULACEAE,Sedum andegavense
582,CRASSULACEAE,Sedum brevifolium
583,CRASSULACEAE,Sedum caespitosum
584,CRASSULACEAE,Sedum dasyphyllum
585,CRASSULACEAE,Sedum forsterianum
586,CRASSULACEAE,Sedum hirsutum
587,CRASSULACEAE,Sedum maireanum
588,CRASSULACEAE,Sedum mucizonia
589,CRASSULACEAE,Sedum sediforme
590,CRASSULACEAE,Sedum tenuifolium
591,CRASSULACEAE,Sempervivum arachnoideum
592,CRASSULACEAE,Sempervivum tectorum
593,CYPERACEAE,Bolboschoenus maritimus
594,CYPERACEAE,Carex arenaria
595,CYPERACEAE,Carex caryophyllea
596,CYPERACEAE,Carex cuprina
597,CYPERACEAE,Carex divisa
598,CYPERACEAE,Carex divulsa
599,CYPERACEAE,Carex echinata
600,CYPERACEAE,Carex extensa
601,CYPERACEAE,Carex flacca
602,CYPERACEAE,Carex halleriana
603,CYPERACEAE,Carex hirta
604,CYPERACEAE,Carex humilis
605,CYPERACEAE,Carex leporina
606,CYPERACEAE,Carex muricata
607,CYPERACEAE,Carex ovalis
608,CYPERACEAE,Carex panicea
609,CYPERACEAE,Carex remota
610,CYPERACEAE,Carex spicata
611,CYPERACEAE,Carex sylvatica
612,CYPERACEAE,Carex tomentosa
613,CYPERACEAE,Carex vulpina
614,CYPERACEAE,Cyperus eragrostis
615,CYPERACEAE,Cyperus fuscus
616,CYPERACEAE,Cyperus longus
617,CYPERACEAE,Cyperus rotundus
618,CYPERACEAE,Isolepis setacea
619,CYPERACEAE,Schoenoplectus lacustris
620,CYPERACEAE,Schoenoplectus tabernaemontani
621,CYPERACEAE,Scirpoides holoschoenus
622,CYPERACEAE,Trichophorum cespitosum
623,ERICACEAE,Arbutus unedo
624,ERICACEAE,Arctostaphylos uva-ursi
625,ERICACEAE,Calluna vulgaris
626,ERICACEAE,Erica arborea
627,ERICACEAE,Erica australis
628,ERICACEAE,Erica cinerea
629,ERICACEAE,Erica scoparia
630,ERICACEAE,Erica tetralix
631,ERICACEAE,Erica vagans
632,ERICACEAE,Vaccinium myrtillus
633,ERICACEAE,Vaccinium uliginosum
634,ERICACEAE,Vaccinium vitis-idaea
635,FABACEAE,Anthyllis vulneraria subsp. vulneraria
636,FABACEAE,Astragalus glycyphyllos
637,FABACEAE,Astragalus hamosus
638,FABACEAE,Astragalus monspessulanus
639,FABACEAE,Astragalus sesameus
640,FABACEAE,Astragalus stella
641,FABACEAE,Biserrula pelecinus
642,FABACEAE,Bituminaria bituminosa
643,FABACEAE,Colutea arborescens
644,FABACEAE,Dorycnium hirsutum
645,FABACEAE,Dorycnium pentaphyllum
646,FABACEAE,Genista anglica
647,FABACEAE,Genista cinerea
648,FABACEAE,Genista florida
649,FABACEAE,Genista hispanica
650,FABACEAE,Genista scorpius
651,FABACEAE,Genista tinctoria
652,FABACEAE,Hippocrepis ciliata
653,FABACEAE,Hippocrepis comosa
654,FABACEAE,Hippocrepis multisiliquosa
655,FABACEAE,Lathyrus aphaca
656,FABACEAE,Lathyrus cicera
657,FABACEAE,Lathyrus hirsutus
658,FABACEAE,Lathyrus latifolius
659,FABACEAE,Lathyrus nissolia
660,FABACEAE,Lathyrus pratensis
661,FABACEAE,Lathyrus sativus
662,FABACEAE,Lathyrus setifolius
663,FABACEAE,Lathyrus sylvestris
664,FABACEAE,Lathyrus tuberosus
665,FABACEAE,Lotus angustissimus
666,FABACEAE,Lotus corniculatus
667,FABACEAE,Lotus dorycnium
668,FABACEAE,Lotus glaber
669,FABACEAE,Lotus hispidus
670,FABACEAE,Lotus maritimus
671,FABACEAE,Lotus ornithopodioides
672,FABACEAE,Lotus parviflorus
673,FABACEAE,Lotus pedunculatus
674,FABACEAE,Lotus tenuis
675,FABACEAE,Medicago arabica
676,FABACEAE,Medicago lupulina
677,FABACEAE,Medicago minima
678,FABACEAE,Medicago orbicularis
679,FABACEAE,Medicago polymorpha
680,FABACEAE,Medicago rigidula
681,FABACEAE,Medicago sativa
682,FABACEAE,Medicago truncatula
683,FABACEAE,Melilotus albus
684,FABACEAE,Melilotus indicus
685,FABACEAE,Melilotus officinalis
686,FABACEAE,Onobrychis viciifolia
687,FABACEAE,Ononis arvensis
688,FABACEAE,Ononis fruticosa
689,FABACEAE,Ononis minutissima
690,FABACEAE,Ononis natrix
691,FABACEAE,Ononis pusilla
692,FABACEAE,Ononis repens
693,FABACEAE,Ononis spinosa
694,FABACEAE,Ornithopus compressus
695,FABACEAE,Ornithopus perpusillus
696,FABACEAE,Scorpiurus muricatus
697,FABACEAE,Securigera varia
698,FABACEAE,Trifolium angustifolium
699,FABACEAE,Trifolium arvense
700,FABACEAE,Trifolium campestre
701,FABACEAE,Trifolium dubium
702,FABACEAE,Trifolium fragiferum
703,FABACEAE,Trifolium glomeratum
704,FABACEAE,Trifolium hirtum
705,FABACEAE,Trifolium incarnatum
706,FABACEAE,Trifolium lappaceum
707,FABACEAE,Trifolium medium
708,FABACEAE,Trifolium michelianum
709,FABACEAE,Trifolium ochroleucon
710,FABACEAE,Trifolium pratense
711,FABACEAE,Trifolium repens
712,FABACEAE,Trifolium resupinatum
713,FABACEAE,Trifolium scabrum
714,FABACEAE,Trifolium stellatum
715,FABACEAE,Trifolium striatum
716,FABACEAE,Trifolium subterraneum
717,FABACEAE,Trifolium tomentosum
718,FABACEAE,Trigonella monspeliaca
719,FABACEAE,Vicia angustifolia
720,FABACEAE,Vicia bithynica
721,FABACEAE,Vicia cracca
